gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn,totalcharges
Female,0,No,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,86.6,6350.5,No,6350.5
Male,0,No,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,109.2,7878.3,No,7878.3
Female,0,Yes,Yes,41,Yes,Yes,No,No,Yes,Yes,Yes,One year,74.7,3187.65,No,3187.65
Female,1,Yes,No,65,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-month,94.4,6126.15,No,6126.15
Female,1,No,No,13,Yes,No,Yes,Yes,No,No,No,Month-to-month,54.8,731.3,No,731.3
Male,1,No,No,4,Yes,Yes,No,No,No,No,No,Month-to-month,75.35,273.4,No,273.4
Male,0,No,No,41,Yes,No,No,Yes,No,No,Yes,One year,65.0,2531.8,No,2531.8
Male,1,No,No,15,Yes,No,Yes,No,No,No,No,Month-to-month,74.4,1074.3,Yes,1074.3
Male,0,No,No,1,Yes,Yes,No,No,No,No,No,Month-to-month,48.55,48.55,Yes,48.55
Male,0,No,No,42,Yes,Yes,Yes,Yes,No,No,Yes,One year,99.0,4298.45,No,4298.45
Female,0,Yes,No,51,Yes,Yes,Yes,Yes,No,Yes,No,One year,93.5,4619.55,No,4619.55
Female,0,Yes,Yes,2,Yes,No,No,No,No,No,No,Month-to-month,70.4,147.15,Yes,147.15
Male,1,Yes,No,1,No,No,Yes,No,No,Yes,No,Month-to-month,40.2,40.2,Yes,40.2
Male,0,No,Yes,32,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,83.7,2633.3,No,2633.3
Male,0,No,No,10,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.85,193.05,No,193.05
Female,0,Yes,Yes,67,No,No,Yes,Yes,Yes,Yes,Yes,Two year,59.55,4103.9,No,4103.9
Female,0,Yes,Yes,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,115.1,7008.15,No,7008.15
Male,0,No,No,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,114.35,5791.1,No,5791.1
Female,0,Yes,No,2,Yes,No,No,No,No,No,No,Month-to-month,44.6,80.55,Yes,80.55
Female,1,Yes,No,29,No,Yes,No,Yes,No,No,Yes,Month-to-month,45.0,1228.65,No,1228.65
Male,1,No,No,3,No,No,No,Yes,No,No,Yes,Month-to-month,41.15,132.2,Yes,132.2
Male,1,No,No,13,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,106.9,1364.3,Yes,1364.3
Male,1,Yes,No,57,Yes,No,Yes,No,No,No,Yes,Month-to-month,89.85,4925.35,No,4925.35
Female,0,No,No,31,No,Yes,Yes,No,Yes,No,Yes,Two year,49.85,1520.1,No,1520.1
Female,0,Yes,No,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,113.3,5032.25,No,5032.25
Female,0,Yes,Yes,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,88.1,5526.75,No,5526.75
Male,0,No,No,50,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.9,1195.25,No,1195.25
Female,1,No,No,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,105.0,2007.25,No,2007.25
Male,0,No,No,59,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.35,1099.6,Yes,1099.6
Female,0,Yes,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.25,1732.95,No,1732.95
Female,1,No,No,16,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,94.45,1511.2,Yes,1511.2
Male,0,Yes,No,57,Yes,Yes,Yes,No,Yes,No,No,Two year,59.75,3450.15,No,3450.15
Male,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,24.8,24.8,Yes,24.8
Male,1,Yes,No,20,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,107.05,2172.05,No,2172.05
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.6,70.6,Yes,70.6
Male,0,Yes,No,5,Yes,No,Yes,No,Yes,No,No,Month-to-month,85.4,401.1,Yes,401.1
Female,0,Yes,No,52,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,105.05,5624.85,Yes,5624.85
Male,1,Yes,No,21,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,64.95,1339.8,No,1339.8
Male,0,No,No,14,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,55.0,771.95,No,771.95
Female,0,No,No,5,Yes,No,Yes,No,No,No,No,Month-to-month,50.55,244.75,No,244.75
Female,0,No,No,6,Yes,Yes,Yes,No,No,No,No,Month-to-month,55.15,322.9,No,322.9
Female,0,No,No,10,Yes,No,Yes,No,No,No,No,Month-to-month,51.2,498.25,No,498.25
Female,0,No,Yes,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,25.4,25.4,No,25.4
Female,0,No,No,68,Yes,Yes,No,No,No,No,No,Month-to-month,54.45,3687.75,No,3687.75
Male,0,Yes,Yes,18,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,95.15,1779.95,Yes,1779.95
Female,0,No,No,22,Yes,No,No,No,No,No,No,One year,76.0,1783.6,No,1783.6
Female,0,No,No,20,Yes,No,No,No,No,No,No,Month-to-month,44.35,927.15,No,927.15
Male,0,Yes,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.0,70,Yes,70.0
Male,1,No,No,8,Yes,No,Yes,No,No,No,No,Month-to-month,74.5,606.55,Yes,606.55
Male,0,No,No,10,Yes,No,No,No,No,No,No,Month-to-month,44.85,435.4,Yes,435.4
Male,1,No,No,24,Yes,No,No,No,No,No,No,Month-to-month,76.1,1712.7,Yes,1712.7
Male,0,No,No,35,Yes,Yes,Yes,Yes,No,No,No,One year,61.2,2021.2,No,2021.2
Male,0,Yes,Yes,23,Yes,No,Yes,Yes,Yes,No,No,One year,86.8,1940.8,No,1940.8
Female,1,No,No,6,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.35,567.8,No,567.8
Female,0,No,No,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.7,220.35,No,220.35
Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.25,20.25,No,20.25
Female,0,Yes,Yes,71,Yes,No,No,Yes,No,No,No,Two year,76.05,5436.45,No,5436.45
Male,1,Yes,No,35,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,100.8,3437.5,No,3437.5
Male,0,Yes,Yes,40,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,74.55,3015.75,No,3015.75
Female,0,No,Yes,1,Yes,Yes,No,No,No,No,No,Month-to-month,73.6,73.6,Yes,73.6
Male,0,No,No,23,Yes,No,No,No,No,Yes,Yes,One year,64.9,1509.8,No,1509.8
Female,1,No,No,4,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.45,396.1,Yes,396.1
Male,0,No,No,4,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,90.4,356.65,No,356.65
Female,0,Yes,Yes,68,No,No,Yes,Yes,Yes,Yes,Yes,Two year,60.3,4109,No,4109.0
Male,0,No,Yes,38,Yes,No,Yes,No,No,No,No,Month-to-month,81.85,3141.7,No,3141.7
Male,0,Yes,Yes,52,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.8,1229.1,No,1229.1
Male,1,Yes,No,32,Yes,No,No,No,No,No,No,Month-to-month,74.9,2303.35,Yes,2303.35
Male,0,Yes,Yes,29,Yes,No,No,Yes,Yes,Yes,Yes,Two year,75.55,2054.4,No,2054.4
Male,1,Yes,Yes,38,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,101.15,3741.85,No,3741.85
Male,0,No,Yes,48,Yes,Yes,No,Yes,No,Yes,Yes,One year,78.75,3682.45,No,3682.45
Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.25,19.25,No,19.25
Female,0,No,No,22,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,89.05,1886.25,No,1886.25
Female,0,No,No,43,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,115.05,4895.1,No,4895.1
Female,1,Yes,No,5,Yes,No,No,No,No,No,No,Month-to-month,69.35,341.6,No,341.6
Male,0,No,No,5,Yes,No,No,No,No,Yes,No,Month-to-month,80.6,415.55,Yes,415.55
Male,0,Yes,Yes,51,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,110.05,5686.4,No,5686.4
Male,0,No,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.9,1355.1,No,1355.1
Female,0,Yes,Yes,38,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,80.3,3058.65,Yes,3058.65
Male,1,Yes,No,24,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,93.15,2231.05,Yes,2231.05
Male,0,Yes,No,35,Yes,No,No,No,Yes,Yes,No,Month-to-month,91.5,3236.35,No,3236.35
Female,1,No,No,54,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,82.45,4350.1,Yes,4350.1
Female,0,Yes,Yes,72,No,No,Yes,Yes,Yes,Yes,Yes,Two year,60.0,4264,No,4264.0
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,44.8,44.8,No,44.8
Female,0,Yes,Yes,9,Yes,Yes,No,No,No,No,No,One year,48.6,422.3,No,422.3
Male,0,No,No,69,No,Yes,Yes,No,Yes,Yes,Yes,Two year,60.05,4176.7,No,4176.7
Female,0,Yes,No,52,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,102.7,5138.1,No,5138.1
Female,1,Yes,No,11,Yes,No,No,No,Yes,Yes,No,Month-to-month,82.9,880.05,No,880.05
Female,1,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,70.35,139.05,Yes,139.05
Female,1,Yes,Yes,28,No,No,No,No,No,Yes,No,Month-to-month,35.9,973.65,No,973.65
Female,1,No,No,17,Yes,No,No,Yes,No,No,No,Month-to-month,82.65,1470.05,No,1470.05
Female,0,Yes,Yes,35,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,739.35,No,739.35
Female,0,No,No,8,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.2,161.95,No,161.95
Male,0,No,No,46,Yes,No,Yes,Yes,No,Yes,No,One year,94.9,4422.95,No,4422.95
Female,0,No,No,7,Yes,No,No,No,No,No,No,Month-to-month,73.85,511.25,Yes,511.25
Female,0,No,No,2,Yes,No,No,Yes,No,No,No,Month-to-month,80.6,155.8,Yes,155.8
Male,0,Yes,Yes,68,Yes,No,Yes,Yes,Yes,No,Yes,One year,75.8,5293.95,Yes,5293.95
Female,0,No,No,43,Yes,No,Yes,Yes,No,Yes,Yes,Two year,104.6,4759.85,Yes,4759.85
Female,0,No,No,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,88.15,6148.45,No,6148.45
Female,0,No,No,36,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,94.8,3565.65,No,3565.65
Male,0,Yes,No,63,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,103.4,6603,Yes,6603.0
Female,1,No,No,32,Yes,No,Yes,No,Yes,No,No,Month-to-month,54.65,1830.1,No,1830.1
Female,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,85.75,6223.8,No,6223.8
Female,0,Yes,Yes,66,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,67.45,4508.65,No,4508.65
Male,0,No,No,63,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.5,1328.15,No,1328.15
Female,0,No,Yes,41,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.25,865,No,865.0
Female,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,72.1,72.1,No,72.1
Female,0,No,No,2,Yes,No,No,No,No,Yes,Yes,Month-to-month,90.4,168.2,Yes,168.2
Female,0,Yes,No,70,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.45,1303.5,No,1303.5
Female,0,No,No,23,No,No,No,No,No,Yes,Yes,Month-to-month,44.95,996.85,No,996.85
Female,1,Yes,No,64,Yes,Yes,Yes,Yes,No,No,Yes,One year,97.0,6430.9,No,6430.9
Male,0,Yes,Yes,37,Yes,Yes,No,Yes,Yes,No,No,Two year,62.8,2278.75,No,2278.75
Male,0,No,Yes,17,Yes,No,No,No,No,No,No,One year,44.6,681.4,No,681.4
Female,1,No,No,7,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.15,574.35,No,574.35
Male,0,Yes,Yes,4,Yes,No,Yes,Yes,No,No,No,Month-to-month,84.8,371.9,Yes,371.9
Female,1,No,No,21,No,Yes,No,No,No,Yes,No,Month-to-month,41.9,840.1,Yes,840.1
Female,0,No,No,10,Yes,No,No,No,No,No,Yes,Month-to-month,80.25,846,Yes,846.0
Female,1,No,No,16,Yes,Yes,No,No,No,No,No,Month-to-month,54.1,889,No,889.0
Male,0,Yes,No,64,Yes,No,Yes,No,Yes,Yes,Yes,Two year,105.25,6823.4,No,6823.4
Male,1,Yes,No,27,No,Yes,No,No,No,No,No,Month-to-month,30.75,805.1,Yes,805.1
Male,0,Yes,Yes,42,Yes,Yes,No,No,No,Yes,Yes,One year,97.1,4016.75,No,4016.75
Male,0,No,Yes,5,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.2,83.75,No,83.75
Female,0,No,No,41,Yes,No,Yes,No,Yes,Yes,Yes,Two year,98.8,3959.15,No,3959.15
Male,0,Yes,No,58,Yes,No,No,Yes,No,No,No,One year,50.3,2878.55,No,2878.55
Female,0,No,No,47,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.55,945.7,No,945.7
Male,0,No,No,18,Yes,No,No,No,Yes,No,No,Month-to-month,75.9,1373.05,No,1373.05
Male,0,No,No,5,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,96.5,492.55,Yes,492.55
Male,0,Yes,No,23,Yes,Yes,No,No,No,No,Yes,Month-to-month,59.95,1406,No,1406.0
Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.15,19.15,No,19.15
Male,0,Yes,No,71,Yes,No,No,Yes,No,Yes,Yes,One year,98.65,6962.85,No,6962.85
Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,112.6,8126.65,No,8126.65
Male,0,Yes,Yes,33,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.6,690.25,No,690.25
Male,0,No,No,2,Yes,No,No,No,No,Yes,No,Month-to-month,85.65,181.5,Yes,181.5
Male,0,No,Yes,24,No,Yes,No,No,Yes,No,No,Two year,35.75,830.8,No,830.8
Female,0,Yes,Yes,56,Yes,No,Yes,Yes,Yes,No,Yes,One year,99.75,5608.4,No,5608.4
Male,0,No,No,37,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,96.1,3646.8,No,3646.8
Female,0,No,No,43,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,85.1,3662.25,No,3662.25
Male,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,25.35,25.35,No,25.35
Female,0,Yes,No,25,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,104.95,2566.5,Yes,2566.5
Female,0,No,No,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,89.65,5308.7,No,5308.7
Male,0,No,No,17,Yes,No,No,Yes,Yes,No,No,One year,86.75,1410.25,No,1410.25
Female,0,Yes,No,41,Yes,No,Yes,Yes,Yes,No,No,One year,86.2,3339.05,No,3339.05
Male,0,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,50.65,50.65,Yes,50.65
Male,1,Yes,Yes,72,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,64.8,4732.35,No,4732.35
Male,0,No,No,1,Yes,No,Yes,No,No,No,Yes,Month-to-month,90.85,90.85,Yes,90.85
Male,0,No,No,48,Yes,No,Yes,Yes,No,Yes,Yes,Two year,108.1,5067.45,No,5067.45
Male,1,Yes,No,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.95,214.75,Yes,214.75
Female,1,Yes,No,55,Yes,No,Yes,Yes,No,No,No,Month-to-month,85.45,4874.7,Yes,4874.7
Female,0,No,No,42,No,Yes,Yes,Yes,Yes,No,Yes,One year,54.75,2348.45,No,2348.45
Male,0,No,No,44,Yes,No,No,Yes,No,No,Yes,Month-to-month,90.4,4063,No,4063.0
Male,0,No,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,44.0,44,No,44.0
Female,0,No,No,27,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.6,2595.25,No,2595.25
Male,1,Yes,No,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,84.8,2309.55,No,2309.55
Female,1,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,44.3,89.3,No,89.3
Female,0,No,No,19,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.9,367.55,No,367.55
Female,1,Yes,No,42,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.05,3944.5,No,3944.5
Female,0,No,No,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,90.05,5965.95,No,5965.95
Male,1,Yes,No,33,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,109.9,3694.7,No,3694.7
Female,0,No,No,34,Yes,No,Yes,No,No,No,No,Month-to-month,73.95,2524.45,Yes,2524.45
Male,1,No,No,33,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,54.6,1803.7,No,1803.7
Female,0,Yes,Yes,23,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.05,415.1,No,415.1
Female,0,No,No,32,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.75,624.15,No,624.15
Female,0,No,No,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.05,237.7,No,237.7
Male,0,Yes,Yes,69,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,99.45,7007.6,Yes,7007.6
Female,0,Yes,No,68,Yes,Yes,No,No,Yes,No,No,One year,55.9,3848.8,No,3848.8
Male,0,No,No,20,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.7,419.4,No,419.4
Male,0,No,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.8,1468.75,No,1468.75
Male,0,Yes,Yes,60,Yes,Yes,No,Yes,No,Yes,No,One year,95.4,5812,No,5812.0
Male,1,Yes,Yes,32,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,93.95,2861.45,No,2861.45
Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.9,19.9,Yes,19.9
Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.6,19.6,Yes,19.6
Male,1,No,No,3,Yes,No,Yes,No,No,No,No,Month-to-month,81.35,233.7,Yes,233.7
Female,0,Yes,No,46,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.45,1066.15,No,1066.15
Female,0,Yes,No,29,Yes,No,No,No,No,No,No,Month-to-month,74.95,2149.05,No,2149.05
Male,0,No,No,51,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,87.35,4473,No,4473.0
Female,1,Yes,No,48,Yes,No,No,No,No,No,No,Month-to-month,70.65,3545.05,No,3545.05
Female,0,Yes,Yes,16,Yes,No,Yes,No,No,No,No,Month-to-month,73.25,1195.75,No,1195.75
Male,0,Yes,No,70,Yes,No,Yes,Yes,Yes,No,Yes,Two year,98.7,6858.9,No,6858.9
Female,0,Yes,Yes,40,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.8,1024.7,No,1024.7
Female,0,Yes,Yes,22,Yes,No,Yes,No,No,No,Yes,Month-to-month,83.3,1845.9,Yes,1845.9
Female,1,No,No,1,Yes,No,No,Yes,No,No,No,Month-to-month,75.3,75.3,Yes,75.3
Female,0,Yes,Yes,5,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,24.3,132.25,No,132.25
Female,0,No,No,7,Yes,No,No,No,No,No,No,Month-to-month,69.85,515.45,No,515.45
Male,0,No,Yes,29,Yes,No,Yes,Yes,Yes,No,Yes,One year,100.55,2830.45,No,2830.45
Male,0,Yes,Yes,44,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,25.7,1110.5,No,1110.5
Female,0,No,No,10,No,Yes,Yes,Yes,No,No,No,Month-to-month,40.7,449.3,No,449.3
Female,1,Yes,No,55,Yes,No,No,No,No,No,No,Month-to-month,51.65,2838.55,No,2838.55
Male,1,Yes,No,52,Yes,No,Yes,Yes,No,Yes,Yes,One year,105.1,5376.4,No,5376.4
Female,0,Yes,Yes,10,Yes,No,No,No,No,No,Yes,Month-to-month,85.95,858.6,No,858.6
Male,0,No,No,18,Yes,No,No,No,No,No,No,Month-to-month,75.6,1395.05,No,1395.05
Female,0,Yes,No,68,Yes,Yes,No,No,Yes,No,No,One year,58.25,3975.7,No,3975.7
Female,0,Yes,Yes,61,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.4,1182.55,Yes,1182.55
Female,0,Yes,Yes,72,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,65.2,4784.45,No,4784.45
Male,0,No,No,2,Yes,Yes,No,Yes,No,No,No,Month-to-month,53.45,119.5,No,119.5
Male,0,No,No,12,Yes,No,No,No,No,No,No,Month-to-month,45.4,518.9,Yes,518.9
Male,0,Yes,No,41,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.75,899.45,No,899.45
Female,0,No,No,26,No,No,No,Yes,Yes,Yes,No,Month-to-month,44.45,1183.8,No,1183.8
Male,0,Yes,No,36,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.85,720.05,No,720.05
Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,114.05,8468.2,No,8468.2
Male,0,Yes,No,35,Yes,No,No,No,Yes,No,Yes,Month-to-month,89.85,3161.2,No,3161.2
Male,0,No,No,1,Yes,No,No,Yes,Yes,No,No,Month-to-month,55.05,55.05,No,55.05
Female,0,Yes,Yes,16,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,112.95,1882.55,No,1882.55
Female,1,No,No,49,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,101.55,5070.4,No,5070.4
Female,0,Yes,No,54,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,114.65,6049.5,No,6049.5
Female,0,No,Yes,18,Yes,Yes,No,No,No,No,Yes,Month-to-month,64.8,1166.7,No,1166.7
Female,0,Yes,No,36,Yes,No,No,No,No,No,Yes,Month-to-month,80.4,2937.65,No,2937.65
Female,0,No,No,60,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,105.9,6396.45,Yes,6396.45
Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.55,69.55,Yes,69.55
Female,0,Yes,Yes,52,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.05,1270.25,No,1270.25
Male,0,Yes,Yes,8,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,94.75,759.55,No,759.55
Male,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,105.5,7611.55,No,7611.55
Female,0,No,No,64,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.7,1642.75,No,1642.75
Female,1,No,No,22,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-month,69.75,1545.4,No,1545.4
Male,0,Yes,No,60,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,60.2,3582.4,No,3582.4
Female,0,Yes,Yes,28,Yes,No,No,No,No,No,Yes,Month-to-month,81.05,2227.1,Yes,2227.1
Female,0,Yes,No,61,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.4,1417.9,No,1417.9
Female,0,No,No,24,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,104.15,2494.65,No,2494.65
Male,0,Yes,Yes,28,Yes,No,Yes,Yes,Yes,Yes,No,One year,92.9,2768.35,No,2768.35
Female,0,Yes,Yes,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,80.8,2369.3,No,2369.3
Male,0,Yes,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.0,38,No,38.0
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,75.1,75.1,No,75.1
Male,0,No,Yes,6,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.65,100.9,No,100.9
Female,0,Yes,No,24,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,69.45,1614.05,No,1614.05
Male,0,Yes,Yes,4,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,101.15,385.9,Yes,385.9
